filename,path,modified,target
FP (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\FP (2).lnk,2025-08-17T19:00:45.375462,C:\Users\Sahil\FP.java
FP (3).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\FP (3).lnk,2025-08-21T08:28:20.581331,C:\Users\Sahil\FP.java
FP.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\FP.lnk,2025-08-11T08:10:15.032021,C:\Users\Sahil\FP.java
Frame%201707480180-2784c76c7f7d48f0bc3a39c39880c9ff.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Frame%201707480180-2784c76c7f7d48f0bc3a39c39880c9ff.lnk,2025-10-29T17:08:51.487042,C:\Users\Sahil\Downloads\Frame%201707480180-2784c76c7f7d48f0bc3a39c39880c9ff.webp
Free Course Completion.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Free Course Completion.lnk,2025-10-29T17:34:01.588873,C:\Users\Sahil\Downloads\Free Course Completion.pdf
Free Course Completion_page-0001.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Free Course Completion_page-0001.lnk,2025-10-29T17:12:26.612756,C:\Users\Sahil\Downloads\Free Course Completion_page-0001.jpg
Gallery (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Gallery (2).lnk,2024-02-10T20:42:29.658882,
Gallery.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Gallery.lnk,2024-01-12T16:53:00.373574,
GettingStarted.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\GettingStarted.lnk,2025-08-03T23:58:24.683038,C:\Users\Sahil\Downloads\ghidra_11.4.1_PUBLIC_20250731\ghidra_11.4.1_PUBLIC\GettingStarted.md
ghidra_11.4.1_PUBLIC_20250731 (1).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ghidra_11.4.1_PUBLIC_20250731 (1).lnk,2025-08-04T09:16:41.029200,C:\Users\Sahil\Downloads\ghidra_11.4.1_PUBLIC_20250731 (1).zip
ghidra_11.4.1_PUBLIC_20250731.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ghidra_11.4.1_PUBLIC_20250731.lnk,2025-08-03T23:55:29.525397,C:\Users\Sahil\Downloads\ghidra_11.4.1_PUBLIC_20250731.zip
GTS Root R4.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\GTS Root R4.lnk,2025-08-16T20:20:09.331275,C:\Users\Sahil\Downloads\GTS Root R4.crt
hacker.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\hacker.lnk,2025-10-23T18:19:32.280021,
Har baar muqammal nahi hoti mohabbat ke badle mohabbat..Kai baar khali haath bhi lautna padta hai musafiro ko#zindagi #life #kahani #story #stories #ishq#mohabbat.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Har baar muqammal nahi hoti mohabbat ke badle mohabbat..Kai baar khali haath bhi lautna padta hai musafiro ko#zindagi #life #kahani #story #stories #ishq#mohabbat.lnk,2025-04-24T00:46:21.940122,C:\Users\Sahil\Downloads\Har baar muqammal nahi hoti mohabbat ke badle mohabbat..Kai baar khali haath bhi lautna padta hai musafiro ko#zindagi #life #kahani #story #stories #ishq#mohabbat.mp4
Hey Sinamika 2022 1080p.UnCut.HDRip.Dual.x264.ESub - Vegamovies.NL.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Hey Sinamika 2022 1080p.UnCut.HDRip.Dual.x264.ESub - Vegamovies.NL.lnk,2025-05-07T01:44:10.679768,C:\Users\Sahil\Downloads\Hey Sinamika 2022 1080p.UnCut.HDRip.Dual.x264.ESub - Vegamovies.NL.mkv
Home (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Home (2).lnk,2024-02-10T20:46:32.392940,
Home.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\Home.lnk,2023-11-26T23:09:46.117651,
How-to-Explain-to-Your-Relative-That-You-Dont-Fix-Computers (1).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\How-to-Explain-to-Your-Relative-That-You-Dont-Fix-Computers (1).lnk,2025-08-27T09:44:35.594777,C:\Users\Sahil\Downloads\How-to-Explain-to-Your-Relative-That-You-Dont-Fix-Computers (1).pptx
How-to-Explain-to-Your-Relative-That-You-Dont-Fix-Computers (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\How-to-Explain-to-Your-Relative-That-You-Dont-Fix-Computers (2).lnk,2025-08-27T09:42:33.175471,C:\Users\Sahil\Downloads\How-to-Explain-to-Your-Relative-That-You-Dont-Fix-Computers.pptx
HTML.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\HTML.lnk,2025-10-19T20:36:34.644537,C:\Users\Sahil\OneDrive\Desktop\HTML
http--glamis.in-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--glamis.in-.lnk,2025-04-10T22:31:10.803599,
http--joinindianarmy.nic.in-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--joinindianarmy.nic.in-.lnk,2025-06-28T08:28:55.624598,
http--www.hackerrank.com-contest3-ar-ca-dd (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.hackerrank.com-contest3-ar-ca-dd (2).lnk,2024-12-14T23:01:22.462627,
http--www.hackerrank.com-contest3-ar-ca-dd (3).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.hackerrank.com-contest3-ar-ca-dd (3).lnk,2025-03-02T23:57:14.543969,
http--www.hackerrank.com-contest3-ar-ca-dd (4).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.hackerrank.com-contest3-ar-ca-dd (4).lnk,2025-03-21T12:24:08.136786,
http--www.hackerrank.com-contest3-ar-ca-dd.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.hackerrank.com-contest3-ar-ca-dd.lnk,2024-12-14T11:41:10.732090,
http--www.msftconnecttest.com-redirect (10).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (10).lnk,2025-02-13T10:56:39.260468,
http--www.msftconnecttest.com-redirect (11).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (11).lnk,2025-02-16T14:25:17.646116,
http--www.msftconnecttest.com-redirect (12).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (12).lnk,2025-02-17T17:09:04.096888,
http--www.msftconnecttest.com-redirect (13).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (13).lnk,2025-02-22T22:17:37.992048,
http--www.msftconnecttest.com-redirect (14).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (14).lnk,2025-02-27T17:30:36.857492,
http--www.msftconnecttest.com-redirect (15).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (15).lnk,2025-02-28T22:58:49.458694,
http--www.msftconnecttest.com-redirect (16).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (16).lnk,2025-03-05T12:08:46.990565,
http--www.msftconnecttest.com-redirect (17).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (17).lnk,2025-03-21T11:33:05.292634,
http--www.msftconnecttest.com-redirect (18).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (18).lnk,2025-03-22T10:50:40.532964,
http--www.msftconnecttest.com-redirect (19).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (19).lnk,2025-03-30T10:32:39.857768,
http--www.msftconnecttest.com-redirect (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (2).lnk,2024-10-20T22:42:10.548005,
http--www.msftconnecttest.com-redirect (20).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (20).lnk,2025-03-30T22:34:05.033470,
http--www.msftconnecttest.com-redirect (21).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (21).lnk,2025-04-10T15:07:24.994091,
http--www.msftconnecttest.com-redirect (22).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (22).lnk,2025-04-17T13:19:44.268663,
http--www.msftconnecttest.com-redirect (23).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (23).lnk,2025-04-19T18:28:33.636655,
http--www.msftconnecttest.com-redirect (24).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (24).lnk,2025-04-21T18:28:47.091615,
http--www.msftconnecttest.com-redirect (25).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (25).lnk,2025-04-24T12:01:00.377816,
http--www.msftconnecttest.com-redirect (26).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (26).lnk,2025-04-24T21:22:10.534148,
http--www.msftconnecttest.com-redirect (27).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (27).lnk,2025-04-28T22:43:56.011715,
http--www.msftconnecttest.com-redirect (28).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (28).lnk,2025-05-14T14:46:33.095111,
http--www.msftconnecttest.com-redirect (29).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (29).lnk,2025-08-04T09:36:12.449672,
http--www.msftconnecttest.com-redirect (3).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (3).lnk,2024-11-27T22:09:18.309960,
http--www.msftconnecttest.com-redirect (30).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (30).lnk,2025-08-13T09:18:58.764234,
http--www.msftconnecttest.com-redirect (31).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (31).lnk,2025-08-14T14:15:02.165967,
http--www.msftconnecttest.com-redirect (32).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (32).lnk,2025-08-21T14:19:57.833510,
http--www.msftconnecttest.com-redirect (33).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (33).lnk,2025-08-27T09:12:44.239898,
http--www.msftconnecttest.com-redirect (34).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (34).lnk,2025-09-10T09:41:44.590149,
http--www.msftconnecttest.com-redirect (35).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (35).lnk,2025-09-11T08:32:38.854250,
http--www.msftconnecttest.com-redirect (36).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (36).lnk,2025-09-13T13:04:38.764269,
http--www.msftconnecttest.com-redirect (37).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (37).lnk,2025-09-15T22:26:42.946035,
http--www.msftconnecttest.com-redirect (38).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (38).lnk,2025-09-17T17:33:46.469871,
http--www.msftconnecttest.com-redirect (39).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (39).lnk,2025-10-02T18:39:57.181014,
http--www.msftconnecttest.com-redirect (4).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (4).lnk,2025-01-10T20:21:00.848304,
http--www.msftconnecttest.com-redirect (40).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (40).lnk,2025-10-03T21:38:34.043346,
http--www.msftconnecttest.com-redirect (41).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (41).lnk,2025-10-04T12:45:45.619237,
http--www.msftconnecttest.com-redirect (42).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (42).lnk,2025-10-05T15:56:35.792768,
http--www.msftconnecttest.com-redirect (43).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (43).lnk,2025-11-05T23:35:04.518646,
http--www.msftconnecttest.com-redirect (44).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (44).lnk,2025-11-08T19:10:19.912310,
http--www.msftconnecttest.com-redirect (45).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (45).lnk,2025-11-10T08:26:00.284864,
http--www.msftconnecttest.com-redirect (46).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (46).lnk,2025-11-11T11:22:11.369234,
http--www.msftconnecttest.com-redirect (5).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (5).lnk,2025-01-12T17:38:35.597164,
http--www.msftconnecttest.com-redirect (6).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (6).lnk,2025-01-27T22:12:27.776021,
http--www.msftconnecttest.com-redirect (7).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (7).lnk,2025-01-30T21:59:26.901417,
http--www.msftconnecttest.com-redirect (8).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (8).lnk,2025-02-08T14:13:39.335269,
http--www.msftconnecttest.com-redirect (9).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect (9).lnk,2025-02-12T16:42:21.437879,
http--www.msftconnecttest.com-redirect.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--www.msftconnecttest.com-redirect.lnk,2024-10-09T20:26:41.773892,
http--zoro.to-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\http--zoro.to-.lnk,2025-04-07T16:49:30.538228,
https--1drv.ms-p-c-675260b61ae2746b-EVCXnmB-vClOqfjaHJqHQtUBU7fcZBr46cvFiGrneyJZ6ge=cMTIyd.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--1drv.ms-p-c-675260b61ae2746b-EVCXnmB-vClOqfjaHJqHQtUBU7fcZBr46cvFiGrneyJZ6ge=cMTIyd.lnk,2025-08-27T09:27:03.350870,
https--aadhaar.digishaktiup.in-EPramaan-SendServiceToEpramaantoken=qxgTYXKQL03UkL6jhaYAA3Tg0%2FpsVSJwXNy3AaJsktpqqucGDFHwOUE9SY45AL9Yhz9cJw%3D%3D (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--aadhaar.digishaktiup.in-EPramaan-SendServiceToEpramaantoken=qxgTYXKQL03UkL6jhaYAA3Tg0%2FpsVSJwXNy3AaJsktpqqucGDFHwOUE9SY45AL9Yhz9cJw%3D%3D (2).lnk,2025-05-23T22:07:50.115064,
https--aadhaar.digishaktiup.in-EPramaan-SendServiceToEpramaantoken=qxgTYXKQL03UkL6jhaYAA3Tg0%2FpsVSJwXNy3AaJsktpqqucGDFHwOUE9SY45AL9Yhz9cJw%3D%3D.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--aadhaar.digishaktiup.in-EPramaan-SendServiceToEpramaantoken=qxgTYXKQL03UkL6jhaYAA3Tg0%2FpsVSJwXNy3AaJsktpqqucGDFHwOUE9SY45AL9Yhz9cJw%3D%3D.lnk,2025-05-15T20:16:18.548216,
https--acrobat.adobe.com-id-urnaaidscAP82485fad-ba38-46c8-aeab-0c5584359f6f.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--acrobat.adobe.com-id-urnaaidscAP82485fad-ba38-46c8-aeab-0c5584359f6f.lnk,2025-03-23T00:32:28.973950,
https--beacon.paloaltonetworks.com-sl-a0e236ad (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--beacon.paloaltonetworks.com-sl-a0e236ad (2).lnk,2025-08-23T16:21:56.399868,
https--beacon.paloaltonetworks.com-sl-a0e236ad.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--beacon.paloaltonetworks.com-sl-a0e236ad.lnk,2025-08-20T09:48:38.674609,
https--beacon.paloaltonetworks.com-sl-a859a574.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--beacon.paloaltonetworks.com-sl-a859a574.lnk,2025-08-23T15:24:57.965317,
https--beacon.paloaltonetworks.com-sl-b0ff1947.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--beacon.paloaltonetworks.com-sl-b0ff1947.lnk,2025-08-23T14:52:13.728452,
https--chat.deepseek.com-a-chat-s-8a0bf560-f75b-476a-a235-3ff86c67406e.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--chat.deepseek.com-a-chat-s-8a0bf560-f75b-476a-a235-3ff86c67406e.lnk,2025-10-04T13:11:53.185702,
https--chatgpt.com-share-68e026a6-62b0-800c-b219-34ca668bc620.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--chatgpt.com-share-68e026a6-62b0-800c-b219-34ca668bc620.lnk,2025-10-04T13:24:36.524925,
https--d.docs.live.net-b171fabaceff125a-Documents-Copy%20of%20TL_daily_Reporting_Jan%2724(1).xlsxweb=1.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--d.docs.live.net-b171fabaceff125a-Documents-Copy%20of%20TL_daily_Reporting_Jan%2724(1).xlsxweb=1.lnk,2024-02-13T21:39:40.379202,
https--d.docs.live.net-b171fabaceff125a-Documents-Copy%20of%20TL_daily_Reporting_Jan'24(1).xlsxweb=1.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--d.docs.live.net-b171fabaceff125a-Documents-Copy%20of%20TL_daily_Reporting_Jan'24(1).xlsxweb=1.lnk,2024-02-16T20:57:27.228366,
https--desilinks.org-links-25838.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--desilinks.org-links-25838.lnk,2023-08-17T20:24:40.097438,
https--discord.com-invite-gM4bRDSW.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--discord.com-invite-gM4bRDSW.lnk,2023-11-27T20:52:48.171089,
https--divyangjanid.indianrail.gov.in-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--divyangjanid.indianrail.gov.in-.lnk,2024-03-05T09:39:05.345757,
https--docs.google.com-forms-d-e-1FAIpQLScTaeLwUErn2AsdlJTgX_aiPnGlJJZES6PbwYWb-s1ncLRd9A-viewformusp=sf_link.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-forms-d-e-1FAIpQLScTaeLwUErn2AsdlJTgX_aiPnGlJJZES6PbwYWb-s1ncLRd9A-viewformusp=sf_link.lnk,2024-12-23T09:07:58.558540,
https--drive.google.com-drive-folders-0B6guZ4n5yz_LekExUGpOQTFJLVEresourcekey=0-mBVEEssRKc4LFyyH2m6xcg.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-drive-folders-0B6guZ4n5yz_LekExUGpOQTFJLVEresourcekey=0-mBVEEssRKc4LFyyH2m6xcg.lnk,2025-10-05T21:54:15.103849,
https--drive.google.com-drive-folders-14ACwDhZ1iY_hxuDJoKzVYmw2rGcWN0YJusp=sharing.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-drive-folders-14ACwDhZ1iY_hxuDJoKzVYmw2rGcWN0YJusp=sharing.lnk,2025-08-02T09:56:27.496564,
https--drive.google.com-drive-folders-1Sp69FsV7RkUqfLhJYKOVl9aafAMYmoKeusp=sharing.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-drive-folders-1Sp69FsV7RkUqfLhJYKOVl9aafAMYmoKeusp=sharing.lnk,2025-03-23T19:40:02.997870,
https--drive.google.com-drive-folders-1vRhQGGJ47D_24-KyWIhvN1S18te17veCusp=drive_link.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-drive-folders-1vRhQGGJ47D_24-KyWIhvN1S18te17veCusp=drive_link.lnk,2025-07-23T22:03:11.686558,
https--drive.google.com-drive-folders-1y5MMvJkECes41fdm1tcAPswcfrh8gkwQ.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-drive-folders-1y5MMvJkECes41fdm1tcAPswcfrh8gkwQ.lnk,2025-10-25T23:02:44.947760,
https--drive.google.com-file-d-1UmfP4c_-ldkGVX-RqDp-4HBriSz6XvDq-viewusp=drive_link.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-file-d-1UmfP4c_-ldkGVX-RqDp-4HBriSz6XvDq-viewusp=drive_link.lnk,2024-09-14T22:00:08.625309,
https--events.teams.microsoft.com-event-099cbefb-62f8-4b3a-b082-1c6b214e05bb@77245e51-97c1-41f5-b03b-da6a38c1c222.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--events.teams.microsoft.com-event-099cbefb-62f8-4b3a-b082-1c6b214e05bb@77245e51-97c1-41f5-b03b-da6a38c1c222.lnk,2025-10-01T20:00:22.193343,
https--events.teams.microsoft.com-event-52904328-901e-4683-8a70-30e6749e6b23@77245e51-97c1-41f5-b03b-da6a38c1c222.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--events.teams.microsoft.com-event-52904328-901e-4683-8a70-30e6749e6b23@77245e51-97c1-41f5-b03b-da6a38c1c222.lnk,2025-09-01T20:03:29.172509,
https--events.teams.microsoft.com-event-d3ada135-6026-468a-a7cb-2f85312162dc@77245e51-97c1-41f5-b03b-da6a38c1c222.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--events.teams.microsoft.com-event-d3ada135-6026-468a-a7cb-2f85312162dc@77245e51-97c1-41f5-b03b-da6a38c1c222.lnk,2025-08-16T19:39:14.311338,
https--exam.glauniversity.in-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--exam.glauniversity.in-.lnk,2025-11-11T10:21:02.691531,
https--forms.gle-5Vp8dLafafyaFM2x5.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--forms.gle-5Vp8dLafafyaFM2x5.lnk,2025-10-01T19:54:01.788845,
https--forms.gle-d8JDDxQ6F5prktrm8.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--forms.gle-d8JDDxQ6F5prktrm8.lnk,2025-03-23T21:34:07.627937,
https--forms.gle-dN6PbfcdX8FsSojSA.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--forms.gle-dN6PbfcdX8FsSojSA.lnk,2023-08-28T21:06:09.250807,
https--github.com-danielmiessler-SecLists-tree-master-Passwords-Common-Credentials.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--github.com-danielmiessler-SecLists-tree-master-Passwords-Common-Credentials.lnk,2025-10-01T21:06:03.507905,
https--glaacin-my.sharepoint.com-f-g-personal-amir_khan_gla_ac_in-EnVm9POGug5LoDmXCBMdIcoBE_VP6IfWwe8ZjcLl6jtToQe=tVOgpP.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--glaacin-my.sharepoint.com-f-g-personal-amir_khan_gla_ac_in-EnVm9POGug5LoDmXCBMdIcoBE_VP6IfWwe8ZjcLl6jtToQe=tVOgpP.lnk,2025-03-23T12:14:39.291842,
https--glauniversity.in8085-Home-Index.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--glauniversity.in8085-Home-Index.lnk,2025-09-23T15:00:51.775486,
https--glauniversity.in8102-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--glauniversity.in8102-.lnk,2024-09-23T21:42:23.341807,
https--hindilinks4u.monster-farzi-2023-season-1-hindi-dubbed-amazon-prime-Watch-online-full-movie-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--hindilinks4u.monster-farzi-2023-season-1-hindi-dubbed-amazon-prime-Watch-online-full-movie-.lnk,2023-08-17T20:17:57.249458,
https--in.docworkspace.com-d-sIM-j75OlAor31cIG.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--in.docworkspace.com-d-sIM-j75OlAor31cIG.lnk,2025-06-20T20:49:56.341479,
https--internalapp.nptel.ac.in-B2C-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--internalapp.nptel.ac.in-B2C-.lnk,2025-10-25T19:40:01.532267,
https--itmschallan.parivahan.gov.in-approved-reportid=MTExNjk3MTE2.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--itmschallan.parivahan.gov.in-approved-reportid=MTExNjk3MTE2.lnk,2025-06-14T13:44:23.755037,
https--jeemain.nta.ac.in-.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--jeemain.nta.ac.in-.lnk,2023-11-26T20:48:26.218170,
https--kso.page.link-wps.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--kso.page.link-wps.lnk,2025-06-20T20:50:57.071326,
https--lu.ma-p8isrzi0.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\https--lu.ma-p8isrzi0.lnk,2025-08-12T23:15:07.097655,
